,FM_deeplocalize035_faulty
MM_deeplocalize035_GF_0.01_1,0.2850 (unreliable)
MM_deeplocalize035_GF_0.1_1,0.2096 (unreliable)
MM_deeplocalize035_GF_0.2_1,0.1028 (reliable)
MM_deeplocalize035_GF_0.6_1,0.0739 (reliable)
MM_deeplocalize035_GF_1.0_1,0.0404 (unreliable)
MM_deeplocalize035_LA_0.01_1,0.0358 (unreliable)
MM_deeplocalize035_LD_0.01_1,0.0000 (unreliable)
MM_deeplocalize035_LR_0.01_1,0.0399 (unreliable)
MM_deeplocalize035_NAI_0.01_1,0.0949 (unreliable)
MM_deeplocalize035_NAI_0.1_1,0.0302 (unreliable)
MM_deeplocalize035_NAI_0.2_1,0.0191 (reliable)
MM_deeplocalize035_NEB_0.01_1,0.1805 (unreliable)
MM_deeplocalize035_NEB_0.1_1,0.0847 (reliable)
MM_deeplocalize035_NEB_0.2_1,0.0458 (unreliable)
MM_deeplocalize035_NS_0.01_1,0.1053 (unreliable)
MM_deeplocalize035_NS_0.1_1,0.0364 (unreliable)
MM_deeplocalize035_NS_0.2_1,0.0313 (unreliable)
MM_deeplocalize035_NS_0.6_1,0.0208 (reliable)
MM_deeplocalize035_NS_1.0_1,0.0199 (reliable)
MM_deeplocalize035_WS_0.01_1,0.2006 (unreliable)
MM_deeplocalize035_WS_0.1_1,0.0713 (reliable)
MM_deeplocalize035_WS_0.2_1,0.0397 (unreliable)
MM_deeplocalize035_WS_0.6_1,0.0197 (reliable)
