,FM_defect4ml050_faulty
MM_defect4ml050_GF_0.01_1,0.4789 (unreliable)
MM_defect4ml050_GF_0.1_1,0.3645 (unreliable)
MM_defect4ml050_GF_0.2_1,0.3163 (unreliable)
MM_defect4ml050_GF_0.6_1,0.1093 (reliable)
MM_defect4ml050_GF_1.0_1,0.0572 (reliable)
MM_defect4ml050_LA_0.01_1,0.0461 (unreliable)
MM_defect4ml050_NAI_0.01_1,0.0345 (unreliable)
MM_defect4ml050_NEB_0.01_1,0.1839 (unreliable)
MM_defect4ml050_NEB_0.1_1,0.0517 (reliable)
MM_defect4ml050_NEB_0.2_1,0.0292 (unreliable)
MM_defect4ml050_NEB_0.6_1,0.0136 (reliable)
MM_defect4ml050_NS_0.01_1,0.0881 (unreliable)
MM_defect4ml050_NS_0.1_1,0.0410 (reliable)
MM_defect4ml050_NS_0.2_1,0.0247 (unreliable)
MM_defect4ml050_NS_0.6_1,0.0142 (reliable)
MM_defect4ml050_NS_1.0_1,0.0138 (reliable)
MM_defect4ml050_WS_0.01_1,0.3894 (unreliable)
MM_defect4ml050_WS_0.1_1,0.0308 (unreliable)
MM_defect4ml050_WS_0.2_1,0.0233 (unreliable)
