,FM_cleanml019_faulty
MM_cleanml019_add_noise_mutated0_MP_100,0.5479 (reliable)
MM_cleanml019_add_noise_mutated0_MP_50.0,0.5247 (reliable)
MM_cleanml019_add_noise_mutated0_MP_75.0,0.5352 (reliable)
MM_cleanml019_add_noise_mutated0_MP_87.5,0.5448 (reliable)
MM_cleanml019_add_noise_mutated0_MP_93.75,0.5533 (reliable)
MM_cleanml019_add_noise_mutated0_MP_96.88,0.5362 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_1,0.5940 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_2,0.5180 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5938 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5301 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l2_1,0.5189 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l2_2,0.5336 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_elu_1,0.4985 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_elu_2,0.5293 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_exponential_1,0.5177 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_exponential_2,0.5094 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5409 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5320 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_linear_1,0.5449 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_linear_2,0.5265 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_relu_1,0.5271 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_relu_2,0.5177 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_selu_1,0.5139 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_selu_2,0.4955 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_sigmoid_1,0.5644 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_sigmoid_2,0.5447 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softmax_1,0.5021 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softmax_2,0.3746 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softplus_1,0.4851 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softplus_2,0.5114 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softsign_1,0.5302 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softsign_2,0.5020 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_tanh_1,0.5491 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_tanh_2,0.4991 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_100_100,0.5131 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_400_400,0.5428 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_50_50,0.5227 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_800_800,0.5325 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_1,0.5077 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_100,0.5367 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_150,0.5287 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_175,0.5407 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_188,0.5217 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_191,0.5457 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_192,0.5448 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_194,0.5237 (reliable)
MM_cleanml019_change_label_mutated0_MP_100,0.3746 (reliable)
MM_cleanml019_change_label_mutated0_MP_12.5,0.4862 (reliable)
MM_cleanml019_change_label_mutated0_MP_25.0,0.4792 (reliable)
MM_cleanml019_change_label_mutated0_MP_3.12,0.5174 (reliable)
MM_cleanml019_change_label_mutated0_MP_50.0,0.4291 (reliable)
MM_cleanml019_change_label_mutated0_MP_6.25,0.5113 (reliable)
MM_cleanml019_change_label_mutated0_MP_9.38,0.5003 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.0001,0.5524 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00055,0.5339 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00078,0.5363 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00089,0.5277 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00092,0.5284 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00093,0.5349 (reliable)
MM_cleanml019_change_learning_rate_mutated0_MP_False_0.00094,0.5315 (reliable)
MM_cleanml019_change_loss_function_mutated0_MP_categorical_crossentropy,0.3558 (reliable)
MM_cleanml019_change_loss_function_mutated0_MP_categorical_hinge,0.5474 (reliable)
MM_cleanml019_change_loss_function_mutated0_MP_hinge,0.5470 (reliable)
MM_cleanml019_change_loss_function_mutated0_MP_huber_loss,0.5451 (reliable)
