,FM_defect4ml048_faulty
MM_defect4ml048_add_noise_mutated0_MP_100,0.42521206915064963
MM_defect4ml048_add_noise_mutated0_MP_50.0,0.6291565734419732
MM_defect4ml048_add_noise_mutated0_MP_56.25,0.6516629711751663
MM_defect4ml048_add_noise_mutated0_MP_59.38,0.6185348971351663
MM_defect4ml048_add_noise_mutated0_MP_62.5,0.615060356390113
MM_defect4ml048_add_noise_mutated0_MP_75.0,0.6233339103340835
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_1,0.6708147452453627
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_10,0.5704838148277063
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_14,0.36228799896820785
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_16,0.5631445477599324
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_2,0.5878483642028735
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_5,0.5560449574726609
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_6,0.5284433338233132
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_9,0.5919694072657744
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6471686372121966
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_10,0.5517126704356502
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_14,0.3929378531073447
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_16,0.5847942754919498
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5873276428102429
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_5,0.48641377454936774
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_6,0.51618058330004
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_9,0.5789288231148696
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_1,0.6330645161290321
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_10,0.6245874587458746
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_14,0.6089828269484809
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_16,0.6412048192771084
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_2,0.6596474045053868
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_5,0.6212190650779101
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_6,0.6264877732092621
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_9,0.6229343006852075
MM_defect4ml048_change_activation_function_mutated0_MP_elu_1,0.6330379459213815
MM_defect4ml048_change_activation_function_mutated0_MP_elu_10,0.6593025774312323
MM_defect4ml048_change_activation_function_mutated0_MP_elu_14,0.6551240056153486
MM_defect4ml048_change_activation_function_mutated0_MP_elu_16,0.29375936578527584
MM_defect4ml048_change_activation_function_mutated0_MP_elu_2,0.6681536555142503
MM_defect4ml048_change_activation_function_mutated0_MP_elu_5,0.6751435602953242
MM_defect4ml048_change_activation_function_mutated0_MP_elu_6,0.6766325727773407
MM_defect4ml048_change_activation_function_mutated0_MP_elu_9,0.6903620873269436
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_1,0.5533202025886325
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_10,0.33244474064200824
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_14,0.57627688172043
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_16,0.6721887550200802
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_2,0.4797205948625507
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_5,0.6116237655819976
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_6,0.5576140985088116
MM_defect4ml048_change_activation_function_mutated0_MP_exponential_9,0.6366185897435898
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4816291347915095
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_10,0.4520277882087871
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_14,0.587515516935627
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_16,0.37024931102993014
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4485981308411215
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_5,0.5106870229007634
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_6,0.5249495628782784
MM_defect4ml048_change_activation_function_mutated0_MP_hard_sigmoid_9,0.5909011981246745
MM_defect4ml048_change_activation_function_mutated0_MP_linear_1,0.6681152790484903
MM_defect4ml048_change_activation_function_mutated0_MP_linear_10,0.6522003650375178
MM_defect4ml048_change_activation_function_mutated0_MP_linear_14,0.6842658813630628
MM_defect4ml048_change_activation_function_mutated0_MP_linear_16,0.28764553064562687
MM_defect4ml048_change_activation_function_mutated0_MP_linear_2,0.6442373266651511
MM_defect4ml048_change_activation_function_mutated0_MP_linear_5,0.6764405915349311
MM_defect4ml048_change_activation_function_mutated0_MP_linear_6,0.6579203109815354
MM_defect4ml048_change_activation_function_mutated0_MP_linear_9,0.6906298686846205
MM_defect4ml048_change_activation_function_mutated0_MP_relu_1,0.598558628749513
MM_defect4ml048_change_activation_function_mutated0_MP_relu_10,0.6403061224489796
MM_defect4ml048_change_activation_function_mutated0_MP_relu_14,0.6282140375260599
MM_defect4ml048_change_activation_function_mutated0_MP_relu_16,0.36044025157232706
MM_defect4ml048_change_activation_function_mutated0_MP_relu_2,0.649056603773585
MM_defect4ml048_change_activation_function_mutated0_MP_relu_5,0.6263982102908279
MM_defect4ml048_change_activation_function_mutated0_MP_relu_6,0.6430323846908734
MM_defect4ml048_change_activation_function_mutated0_MP_relu_9,0.6309161962657405
MM_defect4ml048_change_activation_function_mutated0_MP_selu_1,0.6566982737661075
MM_defect4ml048_change_activation_function_mutated0_MP_selu_10,0.6880292973220418
MM_defect4ml048_change_activation_function_mutated0_MP_selu_14,0.6911966987620358
MM_defect4ml048_change_activation_function_mutated0_MP_selu_16,0.28474251278305335
MM_defect4ml048_change_activation_function_mutated0_MP_selu_2,0.6481927710843374
MM_defect4ml048_change_activation_function_mutated0_MP_selu_5,0.6689075630252103
MM_defect4ml048_change_activation_function_mutated0_MP_selu_6,0.6745498521902714
MM_defect4ml048_change_activation_function_mutated0_MP_selu_9,0.7033047735618115
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_1,0.48405315614617944
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_10,0.3036545859485726
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_14,0.5725108225108225
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_16,0.63992777921073
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_2,0.4459871984244215
MM_defect4ml048_change_activation_function_mutated0_MP_sigmoid_5,0.527794746487477
