,FM_defect4ml069_faulty
MM_defect4ml069_add_noise_mutated0_MP_100,0.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_1,1.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_3,1.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_5,1.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_l2_3,1.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l2_1,0.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l2_3,0.0000 (unreliable)
MM_defect4ml069_add_weights_regularisation_mutated0_MP_l2_5,1.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_1,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_2,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_3,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_4,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_5,1.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_elu_6,1.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_1,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_2,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_3,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_4,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_5,0.0000 (reliable)
MM_defect4ml069_change_activation_function_mutated0_MP_exponential_6,0.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_hard_sigmoid_1,1.0000 (unreliable)
MM_defect4ml069_change_activation_function_mutated0_MP_hard_sigmoid_2,1.0000 (unreliable)
