,FM_defect4ml068_faulty
MM_defect4ml068_GF_0.01_1,0.0000 (unreliable)
MM_defect4ml068_GF_0.1_1,0.0000 (unreliable)
MM_defect4ml068_GF_0.2_1,0.0000 (unreliable)
MM_defect4ml068_GF_0.6_1,0.0000 (unreliable)
MM_defect4ml068_GF_1.0_1,0.0000 (unreliable)
MM_defect4ml068_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml068_LR_0.01_1,0.0000 (reliable)
MM_defect4ml068_NAI_0.01_1,0.0000 (unreliable)
MM_defect4ml068_NAI_0.1_1,0.0000 (unreliable)
MM_defect4ml068_NEB_0.01_1,0.0000 (unreliable)
MM_defect4ml068_NS_0.01_1,0.0000 (unreliable)
MM_defect4ml068_NS_0.1_1,0.0000 (unreliable)
MM_defect4ml068_WS_0.01_1,0.0000 (unreliable)
MM_defect4ml068_WS_0.1_1,0.0000 (unreliable)
