,FM_deepfd021_faulty
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_1,0.5688 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_11,0.2520 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_14,0.5306 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_4,0.5039 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_7,0.4231 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6031 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_11,0.3529 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_14,0.6019 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_4,0.5238 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_7,0.4255 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_1,0.5935 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_11,0.3505 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_14,0.5644 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_4,0.5673 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_7,0.5420 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_12,0.6667 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_15,0.5437 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_2,0.6518 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_5,0.5481 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_8,0.6330 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_12,0.5203 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_15,0.6667 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_2,0.5146 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_5,0.4565 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_8,0.5640 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_hard_sigmoid_12,0.6636 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_hard_sigmoid_15,0.4000 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4479 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_hard_sigmoid_5,0.4839 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_hard_sigmoid_8,0.5848 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_linear_12,0.7203 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_linear_15,0.6955 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_linear_2,0.6667 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_linear_5,0.7385 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_linear_8,0.6016 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_relu_12,0.6832 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_relu_2,0.6190 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_relu_5,0.6585 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_relu_8,0.6161 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_selu_12,0.6610 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_selu_15,0.6830 (unreliable)
MM_deepfd021_change_activation_function_mutated0_MP_selu_2,0.6617 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_selu_5,0.6832 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_selu_8,0.5429 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_sigmoid_12,0.6636 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_sigmoid_15,0.5699 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_sigmoid_2,0.4479 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_sigmoid_5,0.4830 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_sigmoid_8,0.6176 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softmax_12,0.5779 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softmax_15,0.5682 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softmax_2,0.5667 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softmax_5,0.5541 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softmax_8,0.4479 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softplus_12,0.7447 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softplus_15,0.6038 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softplus_2,0.4479 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softplus_5,0.4213 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softplus_8,0.5943 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softsign_12,0.7200 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softsign_15,0.8063 (unreliable)
MM_deepfd021_change_activation_function_mutated0_MP_softsign_2,0.8017 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softsign_5,0.4848 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_softsign_8,0.5581 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_tanh_12,0.6746 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_tanh_15,0.8990 (unreliable)
MM_deepfd021_change_activation_function_mutated0_MP_tanh_2,0.6562 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_tanh_5,0.6481 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_tanh_8,0.6045 (reliable)
MM_deepfd021_change_batch_size_mutated0_MP_32_32,0.5556 (reliable)
MM_deepfd021_change_batch_size_mutated0_MP_4_4,0.5333 (reliable)
MM_deepfd021_change_batch_size_mutated0_MP_64_64,0.6281 (reliable)
MM_deepfd021_change_batch_size_mutated0_MP_8_8,0.5161 (reliable)
MM_deepfd021_change_dropout_rate_mutated0_MP_0.125_0.125_13,0.6239 (reliable)
MM_deepfd021_change_dropout_rate_mutated0_MP_0.25_0.25_13,0.7500 (reliable)
