,FM_deepfd031_faulty
MM_deepfd031_original0_GF_0.01_1,0.8209 (reliable)
MM_deepfd031_original0_LA_0.01_1,0.7895 (reliable)
MM_deepfd031_original0_LD_0.01_1,0.7368 (reliable)
MM_deepfd031_original0_LR_0.01_1,0.6029 (unreliable)
MM_deepfd031_original0_NAI_0.01_1,0.9700 (unreliable)
MM_deepfd031_original0_NEB_0.01_1,0.9525 (unreliable)
MM_deepfd031_original0_NS_0.01_1,0.7500 (reliable)
MM_deepfd031_original0_WS_0.01_1,0.9143 (reliable)
MM_deepfd031_original1_GF_0.01_1,0.7500 (reliable)
MM_deepfd031_original1_LA_0.01_1,0.7500 (reliable)
MM_deepfd031_original1_LD_0.01_1,0.7200 (reliable)
MM_deepfd031_original1_LR_0.01_1,0.5802 (unreliable)
MM_deepfd031_original1_NAI_0.01_1,0.9678 (unreliable)
MM_deepfd031_original1_NEB_0.01_1,0.9783 (unreliable)
MM_deepfd031_original1_NS_0.01_1,0.9239 (unreliable)
MM_deepfd031_original1_WS_0.01_1,0.9585 (unreliable)
MM_deepfd031_original2_GF_0.01_1,0.8588 (reliable)
MM_deepfd031_original2_LA_0.01_1,0.9649 (unreliable)
MM_deepfd031_original2_LD_0.01_1,0.6667 (reliable)
MM_deepfd031_original2_LR_0.01_1,0.5705 (reliable)
MM_deepfd031_original2_NAI_0.01_1,0.9483 (unreliable)
MM_deepfd031_original2_NEB_0.01_1,0.9430 (unreliable)
MM_deepfd031_original2_NS_0.01_1,0.9152 (unreliable)
MM_deepfd031_original2_WS_0.01_1,0.8899 (reliable)
MM_deepfd031_original3_GF_0.01_1,0.9583 (unreliable)
MM_deepfd031_original3_LA_0.01_1,0.6218 (reliable)
MM_deepfd031_original3_LD_0.01_1,0.6566 (reliable)
MM_deepfd031_original3_LR_0.01_1,0.5901 (reliable)
MM_deepfd031_original3_NAI_0.01_1,0.9519 (unreliable)
MM_deepfd031_original3_NEB_0.01_1,0.9178 (unreliable)
MM_deepfd031_original3_NS_0.01_1,0.9294 (unreliable)
MM_deepfd031_original3_WS_0.01_1,0.7340 (reliable)
MM_deepfd031_original4_GF_0.01_1,0.8359 (reliable)
MM_deepfd031_original4_LA_0.01_1,0.7187 (reliable)
MM_deepfd031_original4_LD_0.01_1,0.6667 (reliable)
MM_deepfd031_original4_LR_0.01_1,0.7273 (reliable)
MM_deepfd031_original4_NAI_0.01_1,0.7843 (reliable)
MM_deepfd031_original4_NEB_0.01_1,0.9132 (unreliable)
MM_deepfd031_original4_NS_0.01_1,0.9826 (unreliable)
MM_deepfd031_original4_WS_0.01_1,0.8553 (unreliable)
