,FM_deepfd028_faulty
MM_deepfd028_original0_GF_0.01_1,0.3977 (unreliable)
MM_deepfd028_original0_LD_0.01_1,0.3918 (unreliable)
MM_deepfd028_original0_LR_0.01_1,0.3918 (unreliable)
MM_deepfd028_original0_NAI_0.01_1,0.4048 (reliable)
MM_deepfd028_original0_NEB_0.01_1,0.4152 (unreliable)
MM_deepfd028_original0_NS_0.01_1,0.4070 (unreliable)
MM_deepfd028_original0_WS_0.01_1,0.8018 (unreliable)
MM_deepfd028_original1_GF_0.01_1,0.6000 (unreliable)
MM_deepfd028_original1_LA_0.01_1,0.7451 (unreliable)
MM_deepfd028_original1_LD_0.01_1,0.6222 (unreliable)
MM_deepfd028_original1_LR_0.01_1,0.6222 (unreliable)
MM_deepfd028_original1_NAI_0.01_1,0.5696 (unreliable)
MM_deepfd028_original1_NEB_0.01_1,0.6087 (unreliable)
MM_deepfd028_original1_NS_0.01_1,0.6964 (unreliable)
MM_deepfd028_original1_WS_0.01_1,0.7234 (unreliable)
MM_deepfd028_original2_GF_0.01_1,0.7458 (unreliable)
MM_deepfd028_original2_LD_0.01_1,0.6923 (unreliable)
MM_deepfd028_original2_LR_0.01_1,0.6923 (unreliable)
MM_deepfd028_original2_NAI_0.01_1,0.7250 (unreliable)
MM_deepfd028_original2_NEB_0.01_1,0.7321 (unreliable)
MM_deepfd028_original2_NS_0.01_1,0.7018 (unreliable)
MM_deepfd028_original2_WS_0.01_1,0.7460 (unreliable)
MM_deepfd028_original3_GF_0.01_1,0.5278 (unreliable)
MM_deepfd028_original3_LA_0.01_1,0.5556 (unreliable)
MM_deepfd028_original3_LD_0.01_1,0.5205 (unreliable)
MM_deepfd028_original3_LR_0.01_1,0.5205 (unreliable)
MM_deepfd028_original3_NAI_0.01_1,0.5055 (unreliable)
MM_deepfd028_original3_NEB_0.01_1,0.5278 (unreliable)
MM_deepfd028_original3_WS_0.01_1,0.5106 (unreliable)
MM_deepfd028_original4_GF_0.01_1,0.4853 (unreliable)
MM_deepfd028_original4_LA_0.01_1,0.4615 (unreliable)
MM_deepfd028_original4_LD_0.01_1,0.4615 (unreliable)
MM_deepfd028_original4_LR_0.01_1,0.4615 (unreliable)
MM_deepfd028_original4_NAI_0.01_1,0.4747 (unreliable)
MM_deepfd028_original4_NEB_0.01_1,0.5000 (unreliable)
MM_deepfd028_original4_NS_0.01_1,0.5946 (unreliable)
MM_deepfd028_original4_WS_0.01_1,0.5676 (unreliable)
