,FM_deeplocalize021_faulty
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_1,0.6267 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_11,0.5385 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_14,0.7023 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_4,0.5930 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_7,0.5368 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_1,0.6074 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_11,0.6095 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_14,0.6994 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_4,0.6384 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_7,0.6538 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_1,0.6048 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_11,0.6126 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_14,0.6174 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_4,0.6048 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_7,0.7368 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_1,0.6610 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_11,0.6222 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_14,0.6117 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_4,0.6273 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_7,0.5375 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_1,0.6162 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_11,0.6905 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_14,0.7724 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_4,0.5368 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_7,0.8246 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_1,0.6533 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_11,0.5625 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_14,0.8148 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_4,0.4459 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_7,0.6304 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_1,0.6048 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_11,0.7778 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_14,0.6923 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_4,0.6048 (reliable)
