,FM_cleanml013_faulty
MM_cleanml013_original0_GF_0.01_1,0.2500 (unreliable)
MM_cleanml013_original0_LA_0.01_1,0.1724 (unreliable)
MM_cleanml013_original0_NAI_0.01_1,0.3333 (unreliable)
MM_cleanml013_original0_NEB_0.01_1,0.2500 (unreliable)
MM_cleanml013_original0_NS_0.01_1,0.2500 (unreliable)
MM_cleanml013_original0_WS_0.01_1,0.3333 (unreliable)
MM_cleanml013_original1_GF_0.01_1,0.6364 (unreliable)
MM_cleanml013_original1_LA_0.01_1,0.6364 (unreliable)
MM_cleanml013_original1_NAI_0.01_1,0.5000 (unreliable)
MM_cleanml013_original1_NS_0.01_1,0.6364 (unreliable)
MM_cleanml013_original1_WS_0.01_1,0.6667 (unreliable)
MM_cleanml013_original2_GF_0.01_1,0.0000 (unreliable)
MM_cleanml013_original2_LA_0.01_1,0.1250 (unreliable)
MM_cleanml013_original2_NAI_0.01_1,0.0000 (unreliable)
MM_cleanml013_original2_NEB_0.01_1,0.0000 (unreliable)
MM_cleanml013_original2_WS_0.01_1,0.3333 (unreliable)
MM_cleanml013_original3_GF_0.01_1,0.1538 (unreliable)
MM_cleanml013_original3_LA_0.01_1,0.1579 (unreliable)
MM_cleanml013_original3_NAI_0.01_1,0.1538 (unreliable)
MM_cleanml013_original3_NEB_0.01_1,0.1875 (unreliable)
MM_cleanml013_original3_NS_0.01_1,0.1333 (unreliable)
MM_cleanml013_original3_WS_0.01_1,0.2000 (unreliable)
MM_cleanml013_original4_GF_0.01_1,0.5385 (unreliable)
MM_cleanml013_original4_LA_0.01_1,0.1724 (unreliable)
MM_cleanml013_original4_NAI_0.01_1,0.5385 (unreliable)
MM_cleanml013_original4_NEB_0.01_1,0.5333 (unreliable)
MM_cleanml013_original4_NS_0.01_1,0.5000 (unreliable)
MM_cleanml013_original4_WS_0.01_1,0.5833 (unreliable)
