,FM_defect4ml026_faulty
MM_defect4ml026_add_noise_mutated0_MP_100,0.9849 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_25.0,0.9939 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_37.5,0.9684 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_43.75,0.9758 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_46.88,0.9678 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_50.0,0.9630 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_1,0.9734 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_11,0.9820 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_2,0.9635 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_3,0.9083 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_5,0.9581 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_6,0.9165 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_9,0.9624 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_1,0.9572 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_11,0.9909 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_2,0.9599 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_3,0.9494 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_5,0.9084 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_6,0.9316 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_9,0.9778 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_1,0.9849 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_11,0.9666 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_2,0.9860 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_3,0.9508 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_5,0.9671 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_6,0.9673 (reliable)
