,FM_cleanml001_faulty
MM_cleanml001_original0_GF_0.01_1,0.4750 (reliable)
MM_cleanml001_original0_LA_0.01_1,0.6794 (reliable)
MM_cleanml001_original0_NAI_0.01_1,0.6909 (reliable)
MM_cleanml001_original0_NEB_0.01_1,0.5439 (reliable)
MM_cleanml001_original0_NS_0.01_1,0.6379 (reliable)
MM_cleanml001_original0_WS_0.01_1,0.4773 (reliable)
MM_cleanml001_original1_GF_0.01_1,0.5854 (reliable)
MM_cleanml001_original1_LA_0.01_1,0.7243 (reliable)
MM_cleanml001_original1_NAI_0.01_1,0.7364 (reliable)
MM_cleanml001_original1_NEB_0.01_1,0.4464 (reliable)
MM_cleanml001_original1_NS_0.01_1,0.4462 (reliable)
MM_cleanml001_original1_WS_0.01_1,0.5349 (reliable)
MM_cleanml001_original2_GF_0.01_1,0.7048 (reliable)
MM_cleanml001_original2_LA_0.01_1,0.4211 (reliable)
MM_cleanml001_original2_NAI_0.01_1,0.5329 (reliable)
MM_cleanml001_original2_NS_0.01_1,0.8132 (reliable)
MM_cleanml001_original2_WS_0.01_1,0.7397 (reliable)
MM_cleanml001_original3_GF_0.01_1,0.5417 (reliable)
MM_cleanml001_original3_LA_0.01_1,0.3661 (reliable)
MM_cleanml001_original3_NAI_0.01_1,0.4951 (reliable)
MM_cleanml001_original3_NEB_0.01_1,0.6613 (reliable)
MM_cleanml001_original3_WS_0.01_1,0.6615 (reliable)
MM_cleanml001_original4_GF_0.01_1,0.3542 (reliable)
MM_cleanml001_original4_LA_0.01_1,0.3033 (reliable)
MM_cleanml001_original4_NAI_0.01_1,0.5275 (reliable)
MM_cleanml001_original4_NEB_0.01_1,0.4675 (reliable)
MM_cleanml001_original4_NS_0.01_1,0.4848 (reliable)
MM_cleanml001_original4_WS_0.01_1,0.6989 (reliable)
