,FM_deepfd037_faulty
MM_deepfd037_add_noise_mutated0_MP_100,0.9247 (reliable)
MM_deepfd037_add_noise_mutated0_MP_12.5,0.9334 (reliable)
MM_deepfd037_add_noise_mutated0_MP_25.0,0.9656 (reliable)
MM_deepfd037_add_noise_mutated0_MP_3.12,0.9290 (reliable)
MM_deepfd037_add_noise_mutated0_MP_50.0,0.9648 (reliable)
MM_deepfd037_add_noise_mutated0_MP_6.25,0.9824 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_1,0.9237 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_3,0.1888 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_5,0.5767 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_l2_1,0.9245 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_l2_3,0.3698 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l1_l2_5,0.1518 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l2_1,0.9698 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l2_3,0.3823 (reliable)
MM_deepfd037_add_weights_regularisation_mutated0_MP_l2_5,0.8221 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_elu_1,0.8068 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_elu_3,0.7009 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_elu_5,0.8279 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_hard_sigmoid_1,0.9068 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_hard_sigmoid_3,0.9787 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_hard_sigmoid_5,0.6282 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_linear_1,0.5707 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_linear_3,0.8408 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_linear_5,0.8384 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_relu_1,0.6363 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_relu_3,0.5686 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_relu_5,0.8508 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_selu_1,0.9095 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_selu_3,0.5947 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_selu_5,0.8419 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_sigmoid_1,0.4529 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_sigmoid_3,0.8904 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_sigmoid_5,0.8790 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softmax_1,0.8035 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softmax_3,0.9218 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softmax_5,0.8028 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softplus_1,0.5269 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softplus_3,0.7199 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softplus_5,0.8567 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softsign_1,0.3311 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softsign_3,0.9733 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_softsign_5,0.8679 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_tanh_1,0.9739 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_tanh_3,0.9841 (reliable)
MM_deepfd037_change_activation_function_mutated0_MP_tanh_5,0.9355 (reliable)
