,FM_deepfd027_faulty
MM_deepfd027_add_noise_mutated0_MP_100,0.5181 (reliable)
MM_deepfd027_add_noise_mutated0_MP_12.5,0.6817 (reliable)
MM_deepfd027_add_noise_mutated0_MP_25.0,0.6939 (reliable)
MM_deepfd027_add_noise_mutated0_MP_3.12,0.7133 (reliable)
MM_deepfd027_add_noise_mutated0_MP_37.5,0.7099 (reliable)
MM_deepfd027_add_noise_mutated0_MP_40.62,0.6958 (reliable)
MM_deepfd027_add_noise_mutated0_MP_43.75,0.6939 (reliable)
MM_deepfd027_add_noise_mutated0_MP_50.0,0.6910 (reliable)
MM_deepfd027_add_noise_mutated0_MP_56.25,0.7073 (reliable)
MM_deepfd027_add_noise_mutated0_MP_59.38,0.7161 (reliable)
MM_deepfd027_add_noise_mutated0_MP_6.25,0.6906 (reliable)
MM_deepfd027_add_noise_mutated0_MP_62.5,0.6897 (reliable)
MM_deepfd027_add_noise_mutated0_MP_75.0,0.6949 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_1,0.7298 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_3,0.5647 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_6,0.2950 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_8,0.7775 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7774 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_l2_3,0.5619 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_l2_6,0.3039 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l1_l2_8,0.7400 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l2_1,0.7283 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l2_3,0.7533 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l2_6,0.6528 (reliable)
MM_deepfd027_add_weights_regularisation_mutated0_MP_l2_8,0.7503 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_elu_1,0.6357 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_elu_3,0.6065 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_elu_6,0.6211 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_elu_8,0.2176 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_exponential_1,0.2072 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_exponential_3,0.4505 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_exponential_6,0.7435 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_exponential_8,0.7074 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1926 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5529 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_hard_sigmoid_6,0.7686 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_hard_sigmoid_8,0.2005 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_linear_1,0.6433 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_linear_3,0.6039 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_linear_6,0.6289 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_linear_8,0.1913 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_relu_1,0.7011 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_relu_3,0.7005 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_relu_6,0.7101 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_relu_8,0.2647 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_selu_1,0.6419 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_selu_3,0.5960 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_selu_6,0.6368 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_selu_8,0.2410 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_sigmoid_1,0.1929 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_sigmoid_3,0.4774 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_sigmoid_6,0.7728 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_sigmoid_8,0.7140 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softmax_1,0.3158 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softmax_3,0.6089 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softmax_6,0.3035 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softmax_8,0.7218 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softplus_1,0.1943 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softplus_3,0.4696 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softplus_6,0.7332 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softplus_8,0.6929 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softsign_1,0.6346 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softsign_3,0.5962 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_softsign_6,0.6183 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_tanh_1,0.6229 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_tanh_3,0.6044 (reliable)
MM_deepfd027_change_activation_function_mutated0_MP_tanh_6,0.6475 (reliable)
MM_deepfd027_change_batch_size_mutated0_MP_1000_1000,0.7888 (reliable)
MM_deepfd027_change_batch_size_mutated0_MP_125_125,0.6098 (reliable)
MM_deepfd027_change_batch_size_mutated0_MP_2000_2000,0.8141 (reliable)
MM_deepfd027_change_batch_size_mutated0_MP_250_250,0.6275 (reliable)
MM_deepfd027_change_dropout_rate_mutated0_MP_0.125_0.125_7,0.6250 (reliable)
MM_deepfd027_change_dropout_rate_mutated0_MP_0.25_0.25_7,0.6390 (reliable)
MM_deepfd027_change_dropout_rate_mutated0_MP_0.75_0.75_7,0.7556 (reliable)
MM_deepfd027_change_dropout_rate_mutated0_MP_0.9_0.9_7,0.7235 (reliable)
MM_deepfd027_change_epochs_mutated0_MP_1,0.4640 (reliable)
MM_deepfd027_change_epochs_mutated0_MP_6,0.7882 (reliable)
MM_deepfd027_change_epochs_mutated0_MP_8,0.7499 (reliable)
MM_deepfd027_change_epochs_mutated0_MP_9,0.7297 (reliable)
MM_deepfd027_change_label_mutated0_MP_100,0.4262 (reliable)
MM_deepfd027_change_label_mutated0_MP_12.5,0.7073 (reliable)
MM_deepfd027_change_label_mutated0_MP_15.62,0.7066 (reliable)
MM_deepfd027_change_label_mutated0_MP_18.75,0.7207 (reliable)
MM_deepfd027_change_label_mutated0_MP_21.88,0.6955 (reliable)
MM_deepfd027_change_label_mutated0_MP_25.0,0.7080 (reliable)
MM_deepfd027_change_label_mutated0_MP_50.0,0.6513 (reliable)
MM_deepfd027_change_learning_rate_mutated0_MP_False_0.0001,0.7205 (reliable)
MM_deepfd027_change_learning_rate_mutated0_MP_False_0.0006,0.7794 (reliable)
MM_deepfd027_change_learning_rate_mutated0_MP_False_0.0007,0.7611 (reliable)
MM_deepfd027_change_learning_rate_mutated0_MP_False_0.0008,0.7305 (reliable)
MM_deepfd027_change_learning_rate_mutated0_MP_False_0.0009,0.7062 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_binary_crossentropy,0.7453 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_categorical_hinge,0.1916 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_hinge,0.5988 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_huber_loss,0.6711 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.7015 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_logcosh,0.6952 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_mean_absolute_error,0.5072 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.4684 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_mean_squared_error,0.6923 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.6703 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_poisson,0.6950 (reliable)
MM_deepfd027_change_loss_function_mutated0_MP_squared_hinge,0.7268 (reliable)
