,FM_defect4ml098_faulty
MM_defect4ml098_original0_GF_0.01_1,0.9655 (reliable)
MM_defect4ml098_original0_LA_0.01_1,0.9583 (reliable)
MM_defect4ml098_original0_NAI_0.01_1,0.9739 (reliable)
MM_defect4ml098_original0_NEB_0.01_1,0.9617 (reliable)
MM_defect4ml098_original0_NS_0.01_1,0.9661 (reliable)
MM_defect4ml098_original0_WS_0.01_1,0.9615 (reliable)
MM_defect4ml098_original1_GF_0.01_1,0.9129 (reliable)
MM_defect4ml098_original1_LA_0.01_1,0.9182 (reliable)
MM_defect4ml098_original1_NAI_0.01_1,0.9089 (reliable)
MM_defect4ml098_original1_NEB_0.01_1,0.8892 (reliable)
MM_defect4ml098_original1_NS_0.01_1,0.9008 (reliable)
MM_defect4ml098_original1_WS_0.01_1,0.9005 (reliable)
MM_defect4ml098_original2_GF_0.01_1,0.9677 (reliable)
MM_defect4ml098_original2_LA_0.01_1,0.9659 (reliable)
MM_defect4ml098_original2_NAI_0.01_1,0.9545 (reliable)
MM_defect4ml098_original2_NEB_0.01_1,0.9665 (reliable)
MM_defect4ml098_original2_NS_0.01_1,0.9742 (reliable)
MM_defect4ml098_original2_WS_0.01_1,0.9799 (reliable)
MM_defect4ml098_original3_GF_0.01_1,0.9863 (reliable)
MM_defect4ml098_original3_LA_0.01_1,0.9776 (reliable)
MM_defect4ml098_original3_NAI_0.01_1,0.9524 (reliable)
MM_defect4ml098_original3_NEB_0.01_1,0.9661 (reliable)
MM_defect4ml098_original3_NS_0.01_1,0.9753 (reliable)
MM_defect4ml098_original3_WS_0.01_1,0.9944 (reliable)
MM_defect4ml098_original4_GF_0.01_1,0.9637 (reliable)
MM_defect4ml098_original4_LA_0.01_1,0.9121 (reliable)
MM_defect4ml098_original4_NAI_0.01_1,0.8592 (reliable)
MM_defect4ml098_original4_NEB_0.01_1,0.9479 (reliable)
MM_defect4ml098_original4_NS_0.01_1,0.9662 (reliable)
MM_defect4ml098_original4_WS_0.01_1,0.9905 (reliable)
