,FM_cleanml006_faulty
MM_cleanml006_add_noise_mutated0_MP_100,0.2639 (reliable)
MM_cleanml006_add_noise_mutated0_MP_50.0,0.3111 (reliable)
MM_cleanml006_add_noise_mutated0_MP_75.0,0.2600 (reliable)
MM_cleanml006_add_noise_mutated0_MP_87.5,0.2228 (reliable)
MM_cleanml006_add_noise_mutated0_MP_93.75,0.1997 (reliable)
MM_cleanml006_add_noise_mutated0_MP_96.88,0.2150 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l1_1,0.2095 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l1_2,0.4987 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2141 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4820 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l2_1,0.4582 (reliable)
MM_cleanml006_add_weights_regularisation_mutated0_MP_l2_2,0.6471 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_elu_1,0.5426 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_elu_2,0.2574 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_exponential_1,0.3768 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_exponential_2,0.1865 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5464 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4373 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_linear_1,0.1973 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_linear_2,0.2724 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_relu_1,0.6264 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_relu_2,0.2798 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_selu_1,0.5187 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_selu_2,0.2496 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_sigmoid_1,0.6106 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_sigmoid_2,0.5210 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_softmax_1,0.5930 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_softmax_2,0.1388 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_softplus_1,0.5597 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_softplus_2,0.3745 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_softsign_1,0.6169 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_softsign_2,0.4625 (reliable)
MM_cleanml006_change_activation_function_mutated0_MP_tanh_1,0.5008 (unreliable)
MM_cleanml006_change_activation_function_mutated0_MP_tanh_2,0.5375 (unreliable)
MM_cleanml006_change_batch_size_mutated0_MP_100_100,0.6225 (unreliable)
MM_cleanml006_change_batch_size_mutated0_MP_400_400,0.5931 (unreliable)
MM_cleanml006_change_batch_size_mutated0_MP_50_50,0.5429 (unreliable)
MM_cleanml006_change_batch_size_mutated0_MP_800_800,0.5813 (unreliable)
MM_cleanml006_change_epochs_mutated0_MP_1,0.2262 (reliable)
MM_cleanml006_change_epochs_mutated0_MP_100,0.5851 (unreliable)
MM_cleanml006_change_epochs_mutated0_MP_150,0.6279 (unreliable)
MM_cleanml006_change_epochs_mutated0_MP_162,0.6541 (unreliable)
