,FM_cleanml005_faulty
MM_cleanml005_original0_GF_0.01_1,0.2295 (reliable)
MM_cleanml005_original0_LA_0.01_1,0.0603 (reliable)
MM_cleanml005_original0_NAI_0.01_1,0.4470 (reliable)
MM_cleanml005_original0_NEB_0.01_1,0.4804 (reliable)
MM_cleanml005_original0_NS_0.01_1,0.4881 (reliable)
MM_cleanml005_original0_WS_0.01_1,0.4577 (reliable)
MM_cleanml005_original1_GF_0.01_1,0.6008 (reliable)
MM_cleanml005_original1_LA_0.01_1,0.1449 (reliable)
MM_cleanml005_original1_NAI_0.01_1,0.4913 (reliable)
MM_cleanml005_original1_NEB_0.01_1,0.6692 (reliable)
MM_cleanml005_original1_NS_0.01_1,0.7178 (reliable)
MM_cleanml005_original1_WS_0.01_1,0.5440 (reliable)
MM_cleanml005_original2_GF_0.01_1,0.4634 (reliable)
MM_cleanml005_original2_LA_0.01_1,0.0950 (reliable)
MM_cleanml005_original2_NAI_0.01_1,0.4206 (reliable)
MM_cleanml005_original2_NEB_0.01_1,0.5756 (reliable)
MM_cleanml005_original2_NS_0.01_1,0.5948 (reliable)
MM_cleanml005_original2_WS_0.01_1,0.5822 (reliable)
MM_cleanml005_original3_GF_0.01_1,0.2712 (reliable)
MM_cleanml005_original3_LA_0.01_1,0.1076 (reliable)
MM_cleanml005_original3_NAI_0.01_1,0.2489 (reliable)
MM_cleanml005_original3_NEB_0.01_1,0.6047 (reliable)
MM_cleanml005_original3_NS_0.01_1,0.5039 (reliable)
MM_cleanml005_original3_WS_0.01_1,0.4236 (reliable)
MM_cleanml005_original4_GF_0.01_1,0.2492 (reliable)
MM_cleanml005_original4_LA_0.01_1,0.0708 (reliable)
MM_cleanml005_original4_NAI_0.01_1,0.2810 (reliable)
MM_cleanml005_original4_NEB_0.01_1,0.3814 (reliable)
MM_cleanml005_original4_NS_0.01_1,0.4459 (reliable)
MM_cleanml005_original4_WS_0.01_1,0.4978 (reliable)
